ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
6012,"CENTRAL DE POLÍCIA - PORTO
VELHO","GABINETE - DELEGADO
ADJUNTO",,41154,653664,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR ALTO NA COR AZUL - MARCAFLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
6013,"CENTRAL DE POLÍCIA - PORTO
VELHO",GABINETE I,,41155,653667,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR ALTO NA COR AZUL - MARCAFLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
6014,"CENTRAL DE POLÍCIA - PORTO
VELHO",CARTÓRIO 01,,41147,653618,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR ALTO NA COR AZUL - MARCAFLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
6015,DEAAI - PORTO VELHO,ADMINISTRAÇÃO,,41136,635162,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA GIRATÓRIA PARA CHEFIA TIPO PRESIDENTE COM
ASSENTO/ENCOSTO TIPO MONOBLOCO COM ESPALDAR ALTO -
MARCAFLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .925,00"
6016,DEAAI - PORTO VELHO,ADMINISTRAÇÃO,,41169,635275,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA COM ESPALDAR ALTO NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
6017,"CENTRAL DE POLÍCIA - PORTO
VELHO","GABINETE - DELEGADO
ADJUNTO",,41151,653641,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR ALTO NA COR AZUL - MARCAFLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
6018,"CENTRAL DE POLÍCIA - PORTO
VELHO","GABINETE - DELEGADO
ADJUNTO",,41152,653644,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR ALTO NA COR AZUL - MARCAFLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
6019,"CENTRAL DE POLÍCIA - PORTO
VELHO",COMISSARIADO,,15925,623515,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIN FLEXIBASE NA COR AZUL ESPALDAR
MÉDIO CHEFIA
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 221,00"
6020,DEDT - DELEGACIA - PORTO VELHO,DELEGADO ADJUNTO,,15913,619582,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIM , MARCA FLEXIBASE, MODELO CHEFIA,
NA COR AZUL ESPALDAR MÉDIO
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 208,00"
6021,"CENTRAL DE POLÍCIA - PORTO
VELHO",COMISSARIADO,,17208,624317,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM FIXA EM TECIDO ESPALDAR BAIXO NA
COR AZUL
Dt. aquisição: 31/01/2009",BOM,"R$                                169,00"
6022,"CENTRAL DE POLÍCIA - PORTO
VELHO",SEVIC,,15911,623456,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIN FLEXIBASE NA COR AZUL ESPALDAR
MÉDIO CHEFIA
Dt. aquisição: 01/09/2008",BOM,"R$                                221,00"
6023,"DELEGACIA DE POLÍCIA CIVIL -
CANDEIAS",COMISSARIADO,,15922,674366,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXIBASE CHEFIA EM COURVIN NA COR AZUL
ESPALDAR MÉDIO
Dt. aquisição: 01/09/2008",BOM,"R$                                 169,00"
6024,"CENTRAL DE POLÍCIA - PORTO
VELHO","GABINETE - DELEGADO
ADJUNTO",,41153,653661,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR ALTO NA COR AZUL - MARCAFLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1.277,50"
6025,DINTEL,GABINETE DO DIRETOR,,34216,640194,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA INTERLOCUTOR MONOBLOCO ESPALDAR MÉDIO -
MARCA FLEXFORM
Dt. aquisição: 12/11/2010",BOM,"R$                                 803,88"
6026,,,,,,,,,,,
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
6027,"CENTRAL DE POLÍCIA - PORTO
VELHO",POLÍCIA MILITAR,POLICI,15918,623499,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIN FLEXIBASE NA COR AZUL ESPALDAR
MÉDIO CHEFIA
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 221,00"
6028,DEDT - DELEGACIA - PORTO VELHO,SEVIC,,15914,619578,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIM , MARCA FLEXIBASE, MODELO CHEFIA,
NA COR AZUL ESPALDAR MÉDIO
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 208,00"
6029,DEDT - DELEGACIA - PORTO VELHO,CARTÓRIO 01,,15907,619587,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIM , MARCA FLEXIBASE, MODELO CHEFIA,
NA COR AZUL ESPALDAR MÉDIO
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 208,00"
6030,"DELEGACIA DE POLÍCIA CIVIL -
CANDEIAS",GABINETE,DELEGADO TITULAR,17240,678136,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA GIRATÓRIA FLEXFORM EM TECIDO NA COR AZUL
ESPALDAR BAIXO
Dt. aquisição: 31/01/2009
Convênio: SESDEC",BOM,"R$                                 221,00"
6031,DEDT - DELEGACIA - PORTO VELHO,CARTÓRIO 02,,15906,619586,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIM , MARCA FLEXIBASE, MODELO CHEFIA,
NA COR AZUL ESPALDAR MÉDIO
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 208,00"
6032,DEDT - DELEGACIA - PORTO VELHO,CARTÓRIO 01,,15928,619588,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIM , MARCA FLEXIBASE, MODELO CHEFIA,
NA COR AZUL ESPALDAR MÉDIO
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 208,00"
6033,DEDT - DELEGACIA - PORTO VELHO,COMISSARIADO,,15915,619652,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIM , MARCA FLEXIBASE, MODELO CHEFIA,
NA COR AZUL ESPALDAR MÉDIO
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 208,00"
6034,DEAAI - PORTO VELHO,SEVIC,,41172,635255,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA COM ESPALDAR ALTO NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1.277,50"
6035,DEI- DRACO - PORTO VELHO,DELEGADO TITULAR,,51755,700183,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM MOD. 7.0564-6 EM COURO FIXA TIPO
INTERLOCUTOR,COR PRETA
Dt. aquisição: 21/10/2014
Convenio: FUNRESPOL/PC",BOM,"R$                                 705,00"
6036,DENARC - PORTO VELHO,2a DRE,,41159,708099,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM ESPALDAR ALTO NA COR AZUL
Dt. aquisição: 19/03/2012",BOM,"R$                              1.277,50"
6037,DEI- DRACO - PORTO VELHO,NOE,,15923,710386,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXIBASE CHEFIA EM COURVIM NA COR AZUL
ESPALDAR MEDIO
Dt. aquisição: 01/09/2008",BOM,"R$                                 221,00"
6038,DEI- DRACO - PORTO VELHO,NOE,,15937,710415,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXIBASE CHEFIA EM COURVIM NA COR AZUL
ESPALDAR MEDIO
Dt. aquisição: 01/09/2008",BOM,"R$                                 221,00"
6039,DEI- DRACO - PORTO VELHO,NOE,,15940,710417,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXIBASE CHEFIA EM COURVIM NA COR AZUL
ESPALDAR MEDIO
Dt. aquisição: 01/09/2008",BOM,"R$                                 221,00"
6040,DEI- DRACO - PORTO VELHO,NOE,,15942,710420,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXIBASE CHEFIA EM COURVIM NA COR AZUL
ESPALDAR MEDIO
Dt. aquisição: 01/09/2008",BOM,"R$                                 221,00"
6041,DEI- DRACO - PORTO VELHO,GABINETE II,,15905,704287,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXIBASE CHEFIA EM COURVIM NA COR AZUL
ESPALDAR MEDIO
Dt. aquisição: 01/09/2008",BOM,"R$                                 221,00"
6042,DEI- DRACO - PORTO VELHO,COPA,,17204,696783,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FIXA FLEXFORM EM TECIDO NA COR
AZUL,ESPALDAR BAIXO
Dt. aquisição: 31/01/2009",BOM,"R$                                 169,00"
6043,"VILHENA - DEAM E DEL. DO MENOR
INFRATOR",CARTÓRIO 03,,28352,598995,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA GIRATÓRIA ESPALDAR BAIXO C/ BRACOS, NA COR
AZUL
Dt. aquisição: 21/05/2010",BOM,"R$                                 203,00"
6044,DEI- DRACO - PORTO VELHO,NOE,,15930,710400,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXIBASE CHEFIA EM COURVIM NA COR AZUL
ESPALDAR MEDIO
Dt. aquisição: 01/09/2008",BOM,"R$                                 221,00"
6045,DEI- DRACO - PORTO VELHO,"NÚCLEO DE ANALISE DE
SINAIS",,15935,712106,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXIBASE CHEFIA EM COURVIM NA COR AZUL
ESPALDAR MEDIO
Dt. aquisição: 01/09/2008",BOM,"R$                                 221,00"
6046,DENARC - PC - GUAJARÁ-MIRIM,GARAGEM,GARAGEM,47774,318371,8286,PRANCHA/REBOQUE/SEMI-REBOQUE,1.2.3.1.1.05.03,"REBOQUE REBOCAR GOLD LINE 05 NA COR CINZA RIO NOVO
Dt. aquisição: 26/06/2013
Convenio: CONVENIO N.o 761513/2011-SENASP/MJ",BOM,"R$                              1 .575,00"
6047,DENARC - PC - GUAJARÁ-MIRIM,GARAGEM,GARAGEM,47757,318290,8293,PRANCHA/REBOQUE/SEMI-REBOQUE,1.2.3.1.1.05.03,"REBOQUE REBOCAR GOLD LINE 05 NA COR CINZA REBOCAR
Dt. aquisição: 26/06/2013
Convenio: CONVENIO N.o 761513/2011-SENASP/MJ",EXCELENTE,"R$                              2 .070,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
6048,"DELEGACIA DE POLÍCIA - PC -
EXTREMA",GARAGEM,,47777,325009,8301,PRANCHA/REBOQUE/SEMI-REBOQUE,1.2.3.1.1.05.03,"REBOQUE REBOCAR COR CINZA GOLD LINE 05 RIO ABUNA
MOD.GOLD LINE 05
Dt. aquisição: 26/06/2013",BOM,"R$                              3 .060,00"
6049,"ALTA FLORESTA - DELEGACIA DE
POLÍCIA CIVIL",GARAGEM,,47762,455914,8300,PRANCHA/REBOQUE/SEMI-REBOQUE,1.2.3.1.1.05.03,"REBOQUE NA COR CINZA GOLD LINE 05. NOME DA
EMBARCAÇÃO: RIO BRANCO
Dt. aquisição: 26/06/2013
Convênio: CONVÊNIO N.o 761513/2011-SENASP/MJ",BOM,"R$                              3 .400,00"
6050,"ALTA FLORESTA - DELEGACIA DE
POLÍCIA CIVIL",GARAGEM,,7589,502415,9A9BC055181CT4162,PRANCHA/REBOQUE/SEMI-REBOQUE,1.2.3.1.1.05.03,"MOD. MOD. TUCANO
Dt. aquisição: 19/03/2008",REGULAR,"R$                                910,00"
6051,COSTA MARQUES - DELEGACIA DE POLÍCIA CIVIL,GARAGEM,,47733,634437,8290,PRANCHA/REBOQUE/SEMI-REBOQUE,1.2.3.1.1.05.03,"REBOQUE REBOCAR GOLD LINE 05, COR CINZA, GOLD LINE 05
RIO CAUTÁRIO.
Dt. aquisição: 26/06/2013.
Convenio: CONVENIO N.o 761513/2011-SENASP/MJ.",BOM,"R$                              2 .090,00"
6052,COSTA MARQUES - DELEGACIA DE POLÍCIA CIVIL,GARAGEM,,2898,634441,,PRANCHA/REBOQUE/SEMI-REBOQUE,1.2.3.1.1.05.03,"REBOQUE PARA BARCO.
SEM INFORMAÇÕES NO SGA E PLANINHA.",BOM,"R$                              1.430,00"
6053,DENARC - PORTO VELHO,GARAGEM,,6508,707161,A9ZZZ11ZYSDA8486,PRANCHA/REBOQUE/SEMI-REBOQUE,1.2.3.1.1.05.03,"REBOQUE PARA BARCO VIVIAM RQLS S NA COR PRATA, ANO
2000 PLACA NCK-7460. PC-786
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",REGULAR,"R$                              1.050,00"
6054,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",INFORMÁTICA,,25779,569691,M4SF992600L,PROJETOR DE SLIDES/FOTOS,1.2.3.1.1.04.05,"PROJETOR EPSON POWER LITE S8+ MULTIMÍDIA.
Dt. aquisição: 07/12/2009.
Convenio: CONVENIO 319/2007-SENASP/MJ.",REGULAR,"R$                                 490,00"
6055,"ACADEMIA DE POLÍCIA CIVIL -
ACADEPOL",GERENCIA DE ENSINO,,29746,629645,L5TF964372L,PROJETOR DE SLIDES/FOTOS,1.2.3.1.1.04.05,"PROJETOR DE MULTIMÍDIA/EPSON/POWER LITE S 6+
Dt. aquisição: 27/10/2010",BOM,"R$                              1 .230,00"
6056,"DELEGACIA DA MULHER - PORTO
VELHO",ADMINISTRAÇÃO,,1577,607632,164381,"PURIFICADOR; FILTRO; DEIONIZADOR DE ÁGUA;
BEBEDOURO",1.2.3.1.1.03.04,"BEBEDOURO ELÉTRICO PARA GARRAFÃO MARCA BEGEL C/02
TORNEIRAS, 110 VOLTS
Dt. aquisição: 10/07/2002",BOM,"R$                                 143,00"
6057,"DELEGACIA DA MULHER - PORTO
VELHO",COPA,,5898,607599,41119,"PURIFICADOR; FILTRO; DEIONIZADOR DE ÁGUA;
BEBEDOURO",1.2.3.1.1.03.04,"BEBEDOURO ELÉTRICO PARA GARRAFÃO MARCA LIBELL,
VERTICAL C/02 SAÍDAS DE ÁGUA,110/220V, NA COR BRANCA",BOM,"R$                                 258,50"
6058,"CENTRAL DE POLÍCIA - PORTO
VELHO",COMISSARIADO,,7330,620018,7081630000000,"PURIFICADOR; FILTRO; DEIONIZADOR DE ÁGUA;
BEBEDOURO",1.2.3.1.1.03.04,"BEBEDOURO ELÉTRICO P/ GARRAFÃO ESMALTEC COLUNA EM
AÇO GALVANIZADO NA COR BRANCA
Dt. aquisição: 04/10/2007",BOM,"R$                                 130,00"
6059,DEAAI - PORTO VELHO,SEVIC,,29854,640413,,"QUADRO INTERATIVO / QUADRO PARA PROSPECÇÃO DE
CONTEÚDO PEDAGÓGICO / LOUSA DIGITAL",1.2.3.1.1.02.01,"QUADRO BRANCO EM DURAPLAC COM MOLDURA EM ALUMÍNIO -
MARCALAYOUT - MODELO WMLL
Dt. aquisição: 14/10/2010
Convênio: CONVÊNIO 467/2008-SENASP/MJ",BOM,"R$                                 145,00"
6060,DEAAI - PORTO VELHO,RECEPÇÃO,,29852,640404,,"QUADRO INTERATIVO / QUADRO PARA PROSPECÇÃO DE
CONTEÚDO PEDAGÓGICO / LOUSA DIGITAL",1.2.3.1.1.02.01,"QUADRO BRANCO EM DURAPLAC COM MOLDURA EM ALUMÍNIO -
MARCALAYOUT - MODELO WMLL
Dt. aquisição: 14/10/2010
Convênio: CONVÊNIO 467/2008-SENASP/MJ",BOM,"R$                                 145,00"
6061,DEAAI - PORTO VELHO,CORREDOR,,29853,640408,,"QUADRO INTERATIVO / QUADRO PARA PROSPECÇÃO DE
CONTEÚDO PEDAGÓGICO / LOUSA DIGITAL",1.2.3.1.1.02.01,"QUADRO BRANCO EM DURAPLAC COM MOLDURA EM ALUMÍNIO -
MARCALAYOUT - MODELO WMLL
Dt. aquisição: 14/10/2010
Convênio: CONVÊNIO 467/2008-SENASP/MJ",BOM,"R$                                 145,00"
6062,"DELEGACIA DA MULHER - PORTO
VELHO",AUDITÓRIO,,29857,615977,,QUADRO MAGNÉTICO/IMANTADO/BRANCO,1.2.3.1.1.03.03,"QUADRO BRANCO MARCA LAYOUT, MODELO WMLL, EM
DURAPLAC, C/MOLDURA EM ALUMÍNIO
Dt. aquisição: 14/10/2010
Convênio: CONVÊNIO 467/2008-SENASP/MJ",BOM,"R$                                  5 8,00"
6063,DINTEL,CORREDOR,,29847,640161,,QUADRO MAGNÉTICO/IMANTADO/BRANCO,1.2.3.1.1.03.03,"QUADRO BRANCO EM DURAPLAC, COM MOLDURA EM ALUMÍNIO
MARCA LAYOUT - MODELO WMLL
Dt. aquisição: 14/10/2010
Convênio: CONVENIO 467/2008-SENASP/MJ",BOM,"R$                                 101,50"
6064,"DELEGACIA DA MULHER - PC -
GUAJARÁ-MIRIM",DECA,ADMINISTRAÇÃO,5558,315369,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUICAO MINI 12UX5115-GARRA,TIPO II
Dt. aquisição: 25/01/2007",BOM,"R$                                 246,00"
6065,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",SEVIC,,5607,316034,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO DE PISO 19"" 25UX770X718-GARRA TIPO I
Dt. aquisição: 25/01/2007
Convenio: SESDEC",REGULAR,"R$                                 147,00"
6066,JARU - DELEGACIA REGIONAL,CARTÓRIO E SEVIC,,5583,427807,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO DE PISO 19"" 25UX770X718-GARRA TIPO I
Dt. aquisição: 25/01/2007
Convenio: SESDEC",BOM,"R$                                 286,00"
6067,JI-PARANÁ - DEAM,CBD,,5585,449941,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO DE PISO 19"" 25UX770X718-GARRA TIPO I
Dt. aquisição: 25/01/2007
Convenio: SESDEC",BOM,"R$                                 273,00"
6068,JI-PARANÁ - DEAM,CBD,,27283,451195,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO 19 ESTRUTURA EM AÇO MERCÚRIO DE
PAREDE
Dt. aquisição: 22/01/2010
Convenio: SESDEC",BOM,"R$                                304,50"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
6069,"MIRANTE DA SERRA - DELEGACIA DE
POLÍCIA CIVIL",COMISSARIADO,,5598,460107,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO DE PISO 19"" 25UX770X718-GARRA TIPO I
Dt. aquisição: 25/01/2007
Convenio: SESDEC",BOM,"R$                                 286,00"
6070,"SERINGUEIRAS - DELEGACIA DE
POLÍCIA CIVIL",COZINHA,,27281,474733,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO MERCÚRIO 19, ESTRUTURA EM AÇO
MOD. DE PAREDE
Dt. aquisição: 22/01/2010",BOM,"R$                                 304,50"
6071,"PRESIDENTE MÉDICI - DELEGACIA
DE POLÍCIA CIVIL",COMISSARIADO,,5590,509467,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO DE PISO 19 25UX770X718-GARRA TIPO I
Dt. aquisição: 25/01/2007
Convenio: SESDEC",BOM,"R$                                  2 8,60"
6072,"SÃO MIGUEL - DELEGACIA REGIONAL
DE POLÍCIA CIVIL",CORREDOR,,5564,523720,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO MINI 12UX511,5-GARRA, TIPO II
Dt. aquisição: 25/10/2007",BOM,"R$                                 364,00"
6073,"CACOAL - DELEGACIA REGIONAL DE
POLÍCIA CIVIL",COMISSARIADO,,5574,552026,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO DE PISO 19"" 25UX770X718 - GARRA,
TIPO I
Dt. aquisição: 25/01/2007",BOM,"R$                                 403,00"
6074,"PIMENTA BUENO - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",COMISSARIADO,,5593,550139,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO DE PISO 19"" 25UX770X718-GARRA, TIPO
I
Dt. aquisição: 25/01/2007",BOM,"R$                                 273,00"
6075,GRUMAP - PORTO VELHO,ALMOXARIFADO,,915,606840,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO EM AÇO
Dt. aquisição: 28/11/2001",BOM,"R$                                130,00"
6076,"VILHENA - DEAM E DEL. DO MENOR
INFRATOR",SALA DE IMPRESSÃO,,5568,610615,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO DE PISO 19 POLEGADAS - 25UX770X718-
GARRA,TIPO I
Dt. aquisição: 25/01/2007",BOM,"R$                                 312,00"
6077,DELEGACIA GERAL - PC RO- PVH,FINANCEIRO/PC,,5563,607996,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO MINI 12UX511,5-GARRA, TIPO II
Dt. aquisição: 25/01/2007
Convênio: CONVENIO 003/2010-SENASP/MJ",BOM,"R$                                 143,00"
6078,"CORREGEDORIA (PC) - PORTO
VELHO",ARQUIVO,,5594,641399,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUICAO
Dt. aquisição: 25/01/2007",BOM,"R$                                130,00"
6079,DINTEL,SALA DO SERVIDOR,,5589,628068,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO DE PISO 19 POLEGADAS, 25UX770X718-
GARRA, TIPO I
Dt. aquisição: 25/01/2007",BOM,"R$                                 364,00"
6080,DINTEL,SALA DO SERVIDOR,,5588,628063,,RACK,1.2.3.1.1.03.03,"RACK DE DISTRIBUIÇÃO DE PISO 19 POLEGADAS, 25UX770X718-
GARRA, TIPO I
Dt. aquisição: 25/01/2007",BOM,"R$                                 364,00"
6081,DEDT - DELEGACIA - PORTO VELHO,COMISSARIADO,,2570,633752,,RACK,1.2.3.1.1.03.03,"RACK
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 282,00"
6082,DEAAI - PORTO VELHO,COMISSARIADO,,5576,615983,,"RACK (PARA REDES, SWITCH OU SERVIDOR) / GABINETE
EXTERNO (OUTDOOR)",1.2.3.1.1.02.01,"RACK DE DISTRIBUIÇÃO, DE PISO 19"" 254UX770X718 - GARRA
TIPO I, EQUIPAMENTO DE PROCESSAMENTO DE DADOS",BOM,"R$                                430,50"
6083,DÉCIMA DELEGACIA - NOVA MUTUM,"DEPÓSITO DE MATERIAIS
APREENDIDOS",,27280,570830,,"RACK (PARA REDES, SWITCH OU SERVIDOR) / GABINETE
EXTERNO (OUTDOOR)",1.2.3.1.1.02.01,"RACK DE DISTRIBUIÇÃO DE PAREDE MERCÚRIO 19"" POLEGADAS
ESTRUTURA EM AÇO
Dt. aquisição: 22/01/2010",BOM,"R$                                362,50"
6084,São Carlos - 4 GP PO CIA 1 BPM - PC,POLÍCIA CIVIL,COMISSARIADO,5562,415970,,"RACK (PARA REDES, SWITCH OU SERVIDOR) / GABINETE
EXTERNO (OUTDOOR)",1.2.3.1.1.02.01,"RACK DE DISTRIBUIÇÃO MINI 12UX511,5 - GARRA, TIPO II
Dt. aquisição: 25/01/2007
Convênio 003/2010-SENASP/MJ",REGULAR,"R$                                  8 4,00"
6085,JARU - DELEGACIA REGIONAL,CARTÓRIO E SEVIC,,54737,427818,,"RACK (PARA REDES, SWITCH OU SERVIDOR) / GABINETE
EXTERNO (OUTDOOR)",1.2.3.1.1.02.01,"SWITCH
NÃO HÁ MAIS INFORMAÇÃO NA PLANILHA E NO SISTEMA SGA.",BOM,"R$                                 705,00"
6086,"JI-PARANÁ - DELEGACIA DE
HOMICÍDIOS",SEVIC,,18500,447606,QNC877A1,"RACK (PARA REDES, SWITCH OU SERVIDOR) / GABINETE
EXTERNO (OUTDOOR)",1.2.3.1.1.02.01,"SWITCH 24 PORTAS 10/ 100M BITS 3COM GERENCIÁVEL MOD.
2226-SFP
Dt. aquisição: 30/04/2009
Convenio: FUNRESPOL PC",BOM,"R$                                208,00"
